$GNRMC,143553.00,A,4228.21306,S,07503.88452,W,0.316,,231218,,,A*63
$GNRMC,143553.00,A,4228.21306,S,07503.88452,E,0.316,,231218,,,A*71
$GNRMC,143553.00,A,4228.21306,N,07503.88452,E,0.316,,231218,,,A*6C
$GNRMC,143541.00,A,4228.21353,N,07503.88667,W,1.196,,231218,,,A*72
$GNRMC,143542.00,A,4228.21239,N,07503.88624,W,0.249,,231218,,,A*7B
$GNRMC,143543.00,A,4228.21282,N,07503.88480,W,0.112,,231218,,,A*7B
$GNRMC,143544.00,A,4228.21286,N,07503.88441,W,0.105,,231218,,,A*73
$GNRMC,143545.00,A,4228.21303,N,07503.88460,W,0.154,,231218,,,A*79
$GNRMC,143546.00,A,4228.21301,N,07503.88461,W,0.076,,231218,,,A*78
$GNRMC,143547.00,A,4228.21300,N,07503.88469,W,0.084,,231218,,,A*7D
$GNRMC,143548.00,A,4228.21301,N,07503.88471,W,0.114,,231218,,,A*72
$GNRMC,143549.00,A,4228.21298,N,07503.88467,W,0.022,,231218,,,A*71
$GNRMC,143550.00,A,4228.21301,N,07503.88463,W,0.015,,231218,,,A*78
$GNRMC,143551.00,A,4228.21302,N,07503.88455,W,0.233,,231218,,,A*79
$GNRMC,143552.00,A,4228.21304,N,07503.88457,W,0.366,,231218,,,A*7F
$GNRMC,143553.00,A,4228.21306,N,07503.88452,W,0.316,,231218,,,A*7E
$GNRMC,143554.00,A,4228.21317,N,07503.88439,W,0.438,,231218,,,A*7F
$GNRMC,143555.00,A,4228.21313,N,07503.88439,W,0.342,,231218,,,A*70
$GNRMC,143556.00,A,4228.21312,N,07503.88438,W,0.303,,231218,,,A*76
$GNRMC,143557.00,A,4228.21299,N,07503.88446,W,0.451,,231218,,,A*7C
$GNRMC,143558.00,A,4228.21291,N,07503.88453,W,0.376,,231218,,,A*7D
$GNRMC,143559.00,A,4228.21284,N,07503.88464,W,0.449,,231218,,,A*77
$GNRMC,143600.00,A,4228.21278,N,07503.88467,W,0.330,,231218,,,A*71
$GNRMC,143601.00,A,4228.21268,N,07503.88475,W,0.436,,231218,,,A*73
$GNRMC,143602.00,A,4228.21263,N,07503.88477,W,0.273,,231218,,,A*7E
$GNRMC,143603.00,A,4228.21257,N,07503.88481,W,0.174,,231218,,,A*75
$GNRMC,143604.00,A,4228.21245,N,07503.88491,W,0.178,,231218,,,A*7C
$GNRMC,143605.00,A,4228.21244,N,07503.88496,W,0.215,,231218,,,A*73
$GNRMC,143606.00,A,4228.21250,N,07503.88507,W,0.215,,231218,,,A*7C
$GNRMC,143607.00,A,4228.21252,N,07503.88514,W,0.139,,231218,,,A*70
$GNRMC,143608.00,A,4228.21254,N,07503.88513,W,0.020,,231218,,,A*77
$GNRMC,143609.00,A,4228.21255,N,07503.88514,W,0.015,,231218,,,A*76
$GNRMC,143610.00,A,4228.21261,N,07503.88511,W,0.175,,231218,,,A*7B
$GNRMC,143611.00,A,4228.21261,N,07503.88509,W,0.124,,231218,,,A*77
$GNRMC,143611.00,A,4228.21260,N,07503.88509,W,0.045,,231218,,,A*70
